,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Bronzong,Noivern,Garchomp,Pincurchin,Scream Tail,Appletun,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Lilligant,Toxapex,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Frosmoth,Leafeon,Slowbro,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Chansey,Hippowdon,Blissey,Mismagius,Basculin,Brambleghast,Sylveon,Gardevoir,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Misdreavus,Iron Treads,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Sawsbuck,Umbreon,Annihilape,Rabsca,Dragalge,Tauros-Paldea-Aqua,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Chi-Yu,Vaporeon,Orthworm,Froslass,Dragapult,Hariyama,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Magneton,Golduck,Hattrem,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Veluza,Tauros-Paldea-Blaze,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Abomasnow,Gallade,Tatsugiri,Oricorio-Pom-Pom,Qwilfish,Beartic,Clawitzer,Gogoat,Hatterene,Rotom-Heat,Great Tusk,Lycanroc-Dusk,Lechonk,Slither Wing,Espeon,Pawmot,Lokix,Azumarill,Spidops,Maushold,Hydreigon,Forretress,Roaring Moon,Iron Moth,Flamigo,Drednaw
Gimmighoul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bramblin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruxish,0.0,0.0,0.0006046588,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0003948673,0.0,2e-10,0.0,0.0,1.133e-07,0.0,1.133e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.133e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003948673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003948673,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002097916,0.0,0.0,0.0,2e-10,0.0,0.0,2e-10,0.0,0.0002097915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-09,0.0,0.0,0.0,0.0,0.0003948673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-09,1.133e-07
Stantler,0.0,0.0,0.0,0.0,3.34284e-05,0.0,0.0,0.0,0.0,3.34284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34284e-05,0.0,0.0,0.0,0.0,0.0,1.08541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08541e-05,0.0,0.0,0.0,0.0,3.34284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08541e-05,0.0,0.0,0.0,1.08541e-05,0.0,0.0,0.0,0.0,3.34284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraxure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnemite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diglett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roaring Moon,0.0001627085,7.8139914954,1.8043299692,0.159729649,0.0028588336,5.4292075164,0.0160075621,0.023474265,2.1077276375,0.0006625017,0.7864630645,0.0,1.2609824365,0.1492691213,0.0669994992,0.0650838299,1.177e-07,0.0001977906,2.0803333662,4.3423e-06,0.0088519528,0.0039005667,0.0282687498,0.0003849995,0.012851101,0.0001070608,5.42045e-05,0.0595516546,0.0,2.8034992163,0.0234052194,0.2138605926,2.5351662937,2.8406367475,0.0641315463,1.0192678948,0.0058732724,5.6817139271,0.1208416071,5.4575152461,0.7076339582,0.0006866635,0.0139771528,0.0,0.0031058967,0.0024598694,0.0024823224,5.88e-08,2.8495025701,0.7506179373,0.0642830113,0.0003626847,0.0047353506,0.003976841,4.5017e-06,6e-10,0.0001976724,0.1052675454,0.0028405505,0.1126947517,0.1780135666,6.9319889908,3.176e-07,3.5e-09,0.1664748511,0.0,4.7690525939,2.4132842742,0.4428560336,0.0003733377,0.1515389473,3.26435e-05,0.0217171318,4.3431e-06,6.1529921423,1.1053e-06,1.39e-08,0.0131036693,6.205863112,4.591e-07,0.000180229,0.082721377,5.0182234796,3.5965022918,0.1325225541,7.2376696055,0.0005016255,1.5670637051,0.081915592,3.7505278459,0.0189190003,0.5235381007,0.0092581427,6.35741e-05,0.0005497622,0.0813448116,4.1254988748,0.0283009625,3.8515020484,0.0,0.0,0.0,0.0052856714,0.0036552134,10.2310989869,0.0006706128,0.1154764628,0.0278768812,1.4360450095,0.5211022156,1.0490369395,2.72871e-05,0.0,0.1778982537,2.6050173988,3.9681e-06,1.6e-09,0.4592165811,5.1088750115,7.3703070311,0.3437748053,0.8603302868,0.1769597096,4.54e-08,0.0892256492,1.3623798572,0.00066426,0.0101669461,0.1697214839,9.68e-08,0.0,0.0,0.0047353486,0.0001197914,4.8489683272,0.0672185051,10.8349452597,1.358e-07,0.0,2.6126928481,0.1210320407,0.6116180501,0.0403290345,0.6381950229,0.0010624238,2.7004838883,5.92078e-05,0.0886862834,0.0,0.6780115902,0.0140897231,6e-10
Perrserker,0.0,0.0,0.0,0.0,0.0,0.0,3.083e-07,0.0,3.083e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.083e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delibird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-08,0.0,0.0,0.0,0.0,3.406e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55e-08,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,6.45e-08,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-10,0.0,0.0,0.0,0.0,1.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinkaton,0.0014845793,0.13514432,0.0476533101,3.16e-08,7.18043e-05,0.1481949315,5.0091e-06,0.0016489391,0.0570586179,0.0,5.8781e-06,3e-09,0.0149709793,0.000543973,0.0009242505,0.0015120384,0.0,0.0,0.0022127943,7.7e-09,0.0,0.0,0.0,1.09065e-05,0.0310668232,3.5611e-06,0.0003303921,0.0042557903,3e-09,0.0459101205,1.22392e-05,5.57284e-05,0.0013907265,0.09703322,3.4099e-06,0.0040043513,0.0057518046,0.1050349711,3.1341e-06,0.0416423769,0.0001482856,0.0009495827,0.0001468706,6.66689e-05,0.0371301269,0.0025242336,0.0014824155,1e-10,0.1992429657,0.0,3.2025e-06,0.0,7e-10,2.75e-08,0.0013879389,0.0,0.0004606682,1.224e-05,0.0014358357,8.86956e-05,0.0193293711,0.0397632906,6.09e-07,0.0,0.000865816,0.0,0.0011283772,0.0590296396,0.0189386249,0.0,1.21151e-05,0.1324786424,0.0,0.0023777566,0.0657924886,9.8e-09,0.0,8.92364e-05,0.0053291806,1.8e-08,4.87184e-05,0.00879223,0.4314633072,0.22370236,0.0322721121,0.1877517658,0.0,0.0001714212,6.0807e-06,0.4898737207,0.0005705711,0.1176643719,0.000124445,0.0,2.4e-09,0.0,0.0001250613,0.0,0.0024407106,1.41286e-05,0.0,0.0,8.6307e-06,0.0001613919,0.0528901304,0.0001294991,0.0187638839,0.0014144196,0.0010124785,0.0322896162,0.0311115191,4.42961e-05,1.8e-09,8.8624e-05,0.0584647814,0.0011220772,7e-10,0.0214545419,0.1518073771,0.1561820714,0.0092224652,9.057e-07,0.0,0.0323582745,3.89457e-05,0.0097459118,0.0005269109,0.0206728808,0.0027213136,0.0,0.0,4.642e-07,2.5348e-06,1.8352e-06,1.0058e-06,4.35401e-05,0.3541790835,0.0,0.0,0.0005142202,0.0041842664,0.0040621526,0.0001863939,0.0474008233,2.7934e-05,0.1137159077,0.001677135,8.86239e-05,0.1769597096,0.0873845268,9.65541e-05,0.0187639072
Pichu,0.0,3.154e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.154e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.154e-07,0.0,0.0,0.0,0.0,0.0,0.0
