,Iron Leaves,Gengar,Iron Valiant,Volcarona,Toxicroak,Barraskewda,Mimikyu,Luvdisc,Gholdengo,Bronzong,Noivern,Oricorio,Garchomp,Pincurchin,Scream Tail,Dondozo,Toedscruel,Ditto,Grafaiai,Lilligant,Toxapex,Tauros-Paldea-Aqua,Bisharp,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Frosmoth,Altaria,Leafeon,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Wo-Chien,Haxorus,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Jolteon,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Honchkrow,Umbreon,Zoroark-Hisui,Rabsca,Dragalge,Heracross,Walking Wake,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Froslass,Ursaring,Dragapult,Gardevoir,Lycanroc,Whiscash,Breloom,Slowking,Drifblim,Alomomola,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Komala,Iron Treads,Medicham,Brute Bonnet,Arboliva,Corviknight,Cetitan,Naclstack,Veluza,Iron Hands,Scizor,Donphan,Floatzel,Gastrodon,Weavile,Baxcalibur,Quaquaval,Garganacl,Tyranitar,Sandy Shocks,Tinkaton,Indeedee-F,Charizard,Skeledirge,Pikachu,Zoroark,Salazzle,Tropius,Abomasnow,Roaring Moon,Tatsugiri,Qwilfish,Cryogonal,Hatterene,Rotom-Heat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Sandaconda,Espeon,Houndoom,Pawmot,Lokix,Azumarill,Spidops,Maushold,Ceruledge,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw
Hatterene,1.3289988382,2.9124841602,10.3863717053,45.8730737399,0.0015528999,0.914197096,0.9772330277,0.4387380383,40.4503630607,0.0278559923,0.1416602883,0.0,29.9521300312,0.9459975174,0.043627648,4.2076674614,12.1202846106,1.1197534536,0.0194120826,0.0116091616,7.4461199118,2.0920665296,0.0055489485,0.0595251203,0.0107053639,62.7215349517,0.0256554788,0.0668146829,5.37076e-05,2.4168e-05,0.0165849442,0.0015083904,0.0243599068,0.1791801749,7.13672e-05,8.5965527037,0.0582918643,0.0362592844,57.8596130128,0.8225745782,0.0395215067,12.3076819714,20.0910884819,8.0341356982,0.0554735962,14.1915065634,1.1002881523,1.27515e-05,0.1757991434,0.1760738537,0.5329900772,0.1187736796,6.8160604748,31.4131958335,0.0636379257,0.0013373164,0.3499722461,0.0133204147,0.0805623068,0.0004256255,0.1068969296,0.0021288666,7.1237099734,0.0011038855,0.0472287198,2.3226756858,0.4578219641,2.6416640484,0.0022232482,0.1409640539,60.0883221324,0.6179542242,10.6804279608,7.1082300899,0.0998719848,0.2684459064,0.1739561096,0.0072392251,0.0086520984,1.2603919744,0.8295154792,0.1661067827,0.0930046294,5.5317405931,0.0612165302,0.0514831689,0.0607056415,20.961943098,37.9271186205,0.0401120572,4.2405e-06,5.0674850629,0.0001834319,0.0344366074,13.9687654806,0.0457405895,0.0001717089,0.0,3.1077646221,0.9352542684,0.0027035349,0.0306565371,11.4686433872,76.2009875968,57.7696627551,4.1671867884,2.0665034147,0.0,12.6982095155,0.0043869891,27.5568851085,0.2148579303,20.821201323,0.0708799171,2.07102e-05,0.1156361995,0.6649902621,1.6491870563,0.3519186665,1.3970775634,0.6039592752,1.8605962022,12.07832448,3.4383138257,6.1087026478,0.0534295195,34.8690244437,0.3899090848,0.8416958941,1.847784226,7.4753252158,0.0027750516,1.4144423874,1.2333383494,1.7751e-06,0.1486204473,79.3466692106,0.0043693064,1.3010448232,0.0003261082,0.0,0.0074631608,135.8269079707,0.0638674427,0.0035084666,5.7326668011,0.0027775849,1.1308305971,0.0001316876,0.4750421061,0.4602446686,1.1931566389,0.2105020103,0.4335925661,34.1145530779,24.872833387,0.0022599924,0.3078858512,17.7913462469,1.376586637,0.009275684
Coalossal,0.0,9.373e-07,2.69957e-05,2.0374e-06,1.43e-08,0.0,8.9656e-06,0.0,0.0050504963,1.36909e-05,0.0002243661,0.0,0.0085685904,0.0,0.0010129264,1.625e-07,1.6869e-06,7e-10,0.0,0.0,0.0002245158,7.5468e-06,0.0,0.000389676,0.0,0.0,0.0,0.0,0.0003896409,0.0,0.0011102201,0.0,0.0,1.56417e-05,7e-10,0.0130404482,0.000389129,0.0,0.0087809097,0.0003338264,3e-10,1.309e-07,7.977e-07,0.0,0.0032774659,3.5e-08,3.56434e-05,0.0,0.0,0.1178854951,0.0003534713,0.0,0.1178826924,8.9766e-06,1.452e-07,0.0,1.40747e-05,0.125547811,1.6869e-06,0.0,0.0,0.0,9.20116e-05,0.0,0.0003986065,0.0032774659,0.0,0.0020166333,0.0,0.0,2.6835e-06,3.56434e-05,0.0032779029,1.9509e-06,0.0004037156,2.0477e-06,5.16e-07,0.0,0.0,4.37e-07,5.18e-08,0.0,0.0,0.0,0.0002920359,0.0085685783,0.0,0.000324992,0.065313507,0.0669922845,0.0,0.0054712363,0.0,0.0,0.0050529052,0.0001208802,2.653e-06,0.0,0.0140404958,0.0118460441,0.0,0.0,0.0,0.0001786459,1.8267e-06,0.0021080345,0.0,0.0,8.3095e-06,0.0,0.0010485697,3.78e-06,0.0530164084,0.0,0.0006481602,1.1109e-06,1.9674e-06,0.0085768877,0.0076651187,0.0,0.0086780451,0.0003896413,0.0033040246,0.0,0.0053764772,0.0050563238,0.00012035,0.0529087095,0.0009063947,0.0,1.38506e-05,0.0,0.0,2.0367e-06,0.0002243658,5.455e-07,0.0,1.8267e-06,0.0,0.0,0.0013373164,0.0,0.0076795384,2.3508e-06,0.0,8.3095e-06,2.3508e-06,0.0,0.0,8.25e-08,0.0003746467,0.0057956095,4.1e-09,1.7041e-06,3.57082e-05,7.5426e-06,0.0001192444,9.1272e-05,2.72255e-05,1.85e-08,0.0005164057
Great Tusk,1.530606042,3.0136618746,135.6728482164,153.1643942809,0.0002028106,1.1669211577,0.0284875846,0.0,387.782484237,0.0272090161,0.1882863135,0.0026251451,31.0215653556,1.4989750364,42.4149133481,38.6790810522,1.5215919549,0.6994683655,0.1027480235,0.0073370041,171.1066958616,8.7012755725,0.0261309478,0.6162687507,0.0120740407,29.0254443257,0.0580852403,0.1457356677,0.0003880597,0.0818033649,0.0297505339,0.0867111093,0.0012683343,1.1134008075,0.1827946654,73.7725701796,0.0713090107,0.0034330916,212.237804391,5.6665258105,0.0792172723,76.5202634286,0.1791598853,11.0735150664,0.0012728261,173.7272688746,2.2971063769,0.7672358763,0.7702764396,5.7982448876,0.1939219468,0.2067325539,55.8422573847,57.6753790228,0.1799233584,0.0076795384,6.0068022784,0.0601743864,1.5249336664,0.0842788738,0.0258276772,0.1573261332,41.8266750873,0.0655325202,0.0685956651,7.8992934045,0.3787997428,37.4394988626,1.1312337299,0.4163736241,29.6477972585,0.1049841082,124.8526207286,13.606082255,0.1059204286,11.3161503671,0.6801239294,0.0949095574,0.0243793865,6.211096279,0.025888312,0.0191062708,0.0015102163,19.3500112861,0.6284774082,6.0156257304,6.6510032692,101.8064295588,107.0942510334,0.1635865005,0.0029058825,14.3438706706,0.032121633,0.0845217922,185.3585305612,0.103792454,0.0132363557,0.180939886,55.6090795732,15.8651319758,0.0253364194,4.2539248529,0.5019887204,125.723001657,30.5526615072,11.8868487633,2.3126007633,0.0001440431,1.0777660887,0.3371288237,45.1495547661,2.9630187765,183.6898808472,0.2184256239,0.0817153144,0.0437578325,5.0729262647,12.7792402917,0.0894110578,2.4337721822,1.0440880024,0.504959518,151.0370751167,7.0548795069,144.4157498297,2.1591222351,50.6740574502,3.3713061577,0.7627060807,2.1555367677,82.8635807288,0.2138627742,1.4403718379,1.3108226789,1.4129324591,0.1530176906,146.5511899863,0.0476044675,1.3010448797,0.0206093519,135.8269079707,0.1393260163,0.0,0.0643155416,0.0018474891,16.043134532,0.0007985952,0.1083414052,1.03336e-05,4.0444219732,3.1938054222,18.8718116644,0.2787498617,0.3508913907,56.517278703,36.095449605,0.0185667384,0.6648002823,61.7570653935,1.8614787857,0.0086992581
Mabosstiff,0.0,3.0703e-06,6.78e-08,2.19662e-05,0.0,0.0,1.2164e-06,0.0,0.0158674856,4.72e-08,0.0,1.994e-06,8.37e-08,0.0,0.0002049601,1.153e-07,0.0075205175,8.32e-08,3.848e-06,0.0,6.27e-08,1.5278e-06,0.0,4e-10,0.0,0.0,0.0096757553,1.49e-08,0.0,0.0,0.0,5.4e-09,0.0,1.2164e-06,0.0,0.0048867364,0.0015171734,0.0,0.0553979482,0.0,6.98e-08,6.03298e-05,6.40794e-05,1.49e-08,1.381e-07,5.5e-09,6.44093e-05,5e-10,0.0,2.3508e-06,0.0001627071,0.0,0.0255553907,0.0048686768,3e-10,2.3508e-06,0.0,0.0,1e-10,3e-10,1.854e-06,2.31e-08,7.53e-08,1e-10,0.0,0.0,3.448e-07,1.143e-07,0.0,0.0,0.0023457218,0.0,0.086807598,0.0003277294,0.0,4e-10,7.3e-08,0.0553978683,1e-10,0.0,0.0,0.0,0.0,3.2534e-06,0.0,0.0,0.0,7.96e-08,0.0794129558,0.0,0.0,1.20273e-05,0.0,0.0,0.071447799,0.0,0.0,0.0,9.141e-07,0.0,1e-10,8.8e-09,0.0,0.0,0.0,0.0048641002,0.0073548287,0.0,1.2e-09,0.0,0.0553978683,6.57e-07,0.002411299,3.299e-07,0.0,4.5766e-06,0.0,4.24e-08,1.4857e-06,0.0003706432,0.0,0.0,0.0,0.0048669411,0.0001837183,0.0,0.0001431867,1.233e-07,0.0,8.32e-08,0.0001064776,0.0,0.001527664,0.0,0.0,4.29138e-05,1.74609e-05,1.233e-07,5.1359e-06,0.0,0.0638674427,0.0,0.0643155416,0.0,0.011181689,0.0,2.3508e-06,0.007351575,0.0650787582,1.4857e-06,3e-10,1.16238e-05,1.8e-09,0.0023456679,1.025e-07,0.0,2.92e-08,0.0,6.03712e-05,0.0155280929,0.0
Lycanroc-Dusk,6.1e-08,0.0094417648,0.0036439718,0.0384165703,0.0,0.0021738252,3.6617e-06,0.0,0.037977477,0.0,0.0014185218,0.0,0.0096434469,0.0,1.08e-08,0.0021843694,7.6956e-06,1.18984e-05,1.29797e-05,0.0,0.0053976205,0.0078428761,0.0001061476,0.0005845915,0.0,6.8e-09,0.0307916938,0.0005106331,0.0,0.0,0.0001129476,3.6531e-06,0.0,7.29e-08,0.0,0.0003803514,0.0017538464,3.71e-08,0.0377447969,0.0010957902,1e-10,0.0208093676,3.30304e-05,3.97e-07,0.0,9.47e-08,0.0,2.2913e-06,0.001188936,0.0009009047,3.14003e-05,4.264e-07,0.0025506472,0.0105096653,0.0039606967,0.0,7.545e-07,1.3506e-05,0.0,0.0214133771,0.0,7.969e-07,0.0124834508,0.0020580559,0.0,0.0,6.99692e-05,0.0183220326,0.0076291187,0.0001373077,0.0001377731,0.0,0.0446804007,0.0013291383,8.852e-07,0.0011960656,0.00149473,0.0,3e-10,1.075e-07,0.0,2.88e-08,0.0,7.08e-08,0.0,1.3033e-06,3e-10,0.0084005249,0.0045256718,7.66147e-05,0.0,0.0246957042,0.0,0.0,0.0081756212,0.0172268139,0.0,0.0,0.0014550344,5.273e-07,0.0,2.8e-09,7.29382e-05,0.0014390775,0.0004232703,0.0031153377,8.03338e-05,0.0,0.0172255809,0.0,0.0,1.23721e-05,0.007869835,4.42e-08,0.0,0.0,1.451e-07,0.0031400041,0.0221405191,2.0552e-06,4.396e-07,2.63429e-05,0.0032975138,0.0001287885,0.0077505815,0.0018529298,0.0184943947,0.021998142,0.0003347362,0.0122149448,0.0115919357,0.0001468088,0.0026303502,2.22183e-05,0.0,4.42e-08,0.0194591089,0.0,0.0,0.0,0.0035084666,2.8e-09,0.0018474891,0.011181689,0.0,0.0010377891,0.0,0.0005105889,0.0096716339,0.0015295642,0.0014099305,0.014930713,0.019358502,0.0020578555,0.0013525326,0.0019950227,6.23461e-05,0.0003982065,0.0215606941,0.0,0.0
Slither Wing,0.2169652732,9.18478e-05,0.7155693384,0.6849853256,0.038966657,4.4094e-06,0.0058206893,0.0,1.5872728943,1.4e-08,1.87061e-05,0.0,0.6326792348,1.7598e-06,2.3273686177,0.1473371549,0.1822544417,8.8886e-06,0.0252183945,0.0001382093,0.1634754111,0.038966657,0.1657587374,0.0006766495,0.0,0.0012849224,0.0025032401,8.7981e-06,2.6309e-06,0.0,0.0881910383,0.0,5.22911e-05,0.0012299015,7.13249e-05,4.736384771,0.0027883342,0.0075480809,2.1555038335,0.1833370486,0.0023190146,0.4153780084,0.0273884518,0.0069153203,1.039e-07,2.0176740319,0.5526998143,0.0,5.5461e-06,1.30631e-05,0.0014861366,2.275e-07,0.8310630985,2.0614506748,0.0013256904,8.3095e-06,8.243e-07,0.1320338312,0.0043614818,0.0215921601,0.0249003279,0.0,2.7587628652,0.0059155698,1.8e-09,1.3720252075,0.0041671901,0.0338133055,0.0,0.0,0.0248469384,0.0,3.4450246376,0.1485901328,0.0273863156,0.0058887548,0.0005919951,1.745e-07,0.0045465978,0.1852154025,1.70858e-05,1.1491e-06,0.087884737,1.0630693413,7.3797e-06,0.1455257326,1.14722e-05,0.7953162632,3.9305040727,0.0012086428,0.0001211064,0.0122537612,0.0,0.0,3.2888581105,0.0025268284,0.0,0.0,0.0101373665,0.2189112652,0.0024100131,2e-10,0.1832100163,13.6586101644,1.68982e-05,0.0190939122,0.0402304875,0.0,1.6231110608,0.038966657,2.5087122207,0.1289011558,7.5274416585,0.0046400683,0.0,0.0001937253,0.0635594123,0.1446847469,0.1514404742,0.1481604421,0.3208364415,0.0002034634,0.137630065,0.1041808654,3.6633909857,0.0863051574,2.7568440126,0.0256565486,0.0,0.884674253,3.5452400402,0.0,0.0004227933,9.5163e-06,2.045e-07,0.0273863173,9.8154837109,6.71857e-05,0.0,0.0006115062,5.7326668011,0.3242796456,16.043134532,0.0,0.0010377891,0.0,0.0,0.000517613,8.7443e-06,0.0588416422,0.0973419899,0.0309230925,0.0001485921,0.2487165242,1.3794030855,0.3238751321,0.0269069068,0.0009096952,5.5221547417,1.0329e-06,0.0
Sunflora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39492e-05,0.0012974755,0.0,0.0,0.0011988708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,1.39091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7346e-06,9.9e-09,0.0,0.0011988708,0.0,0.0012980404,0.0,0.0,0.0,0.0,0.0,0.0011988708,0.0,0.0,1.36909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438010972,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438009972,0.0,1.011e-07,0.0438009972,5.11e-08,0.0,0.0013122384,0.0,2.378e-07,0.0,0.0,0.0,0.0,0.0,4.5468e-06,2.182e-07,0.0,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,1.1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65e-07,0.0013116212,0.0,0.0438009972,0.0,0.0,0.0,0.0012974755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438009972,0.0,5.65e-07,0.0,0.0,1.011e-07,0.0,0.0,0.0,0.0,0.0,0.0011988708,0.0
Arboliva,0.0,0.0042301371,0.4409776503,0.4136536728,8e-10,0.0152950486,0.0099945423,0.0,0.7300823187,5.286e-07,0.0021261204,0.0,0.4179339509,8.88936e-05,0.0069642849,0.0210766758,0.002028893,0.0011776331,0.016596248,3.411e-07,0.3365651228,0.0119976859,0.0084392433,7.75e-08,2.8257e-06,0.0145048633,0.000550154,1.81899e-05,1.43774e-05,0.0,0.0001313118,3.6551e-06,0.0476978986,0.0311929177,5.1324e-06,0.0136518152,0.0016294295,7.6388e-06,2.3761515594,0.0078654177,0.0136325608,1.8082952304,0.0178347322,0.0482496655,0.0004278027,0.0692237148,0.0127982186,0.0160775932,7.22642e-05,0.0082836734,0.0002492757,0.0706650548,0.1767336942,0.2854255158,0.0178347322,3.78e-06,0.0,2.13114e-05,0.0003071706,0.0084341947,0.0016866407,0.0003344642,0.1352114331,0.0072084019,3.48468e-05,1.88267e-05,0.0155415285,0.0003827722,0.001927673,0.0,0.0139270013,5.1202e-06,7.6348232648,0.0237391056,0.0002717503,0.0011405223,0.0159567781,0.0,4.37e-08,4.238e-07,0.002989549,1.29192e-05,2e-10,1.966e-07,6.9031e-06,0.0,1.3e-09,5.571865489,0.2063093857,0.0066010421,5.45e-08,0.1077351486,7.07e-08,0.0,5.8399164113,1.6e-08,1.186e-06,0.0,0.0008801282,0.2547558915,0.0003444008,0.0004814295,0.1225667395,0.1052116466,5.23249e-05,0.0450609063,5.4871639341,5.86e-08,5.733618899,1.0009e-06,0.0037447796,0.0,0.3804255897,0.0706680263,0.0,0.0033027398,0.0268137302,0.0006198687,0.0397903649,3.4875e-05,1.34e-08,0.0,0.0436676913,0.2270334069,0.0985428064,0.0003784283,0.0661362937,0.0766271943,0.0002857551,5.81e-08,2.4789552896,0.0215107635,1.35201e-05,2.17579e-05,1.7748e-06,0.0001445161,0.0579917822,0.0001650298,4.3081e-06,0.0,0.2148579303,0.0017279467,2.9630187765,6.57e-07,1.23721e-05,0.1289011558,0.0124648935,0.0009025157,1.417e-07,0.0213324179,0.1530053376,0.1476481389,0.0001701958,0.0332539531,0.1304325852,0.0006534252,2.255e-07,0.0099949372,0.3425785311,0.0029584483,3.9886e-06
Houndoom,0.0,6.00637e-05,3.8816e-05,1.6739e-06,2e-10,0.0,0.0,0.0,0.0001271176,5e-10,0.0,0.0,1.51492e-05,0.0,2e-10,0.078382005,3e-10,9.18e-08,8e-10,0.0,0.0013338415,0.0005999191,0.0,0.0,1.1067e-06,0.0,0.0097376782,8.7389e-06,0.0,0.0,0.0,9e-10,0.0,1.82491e-05,0.0,0.0001270948,5.9312e-06,0.0,0.0553978764,3e-10,7.07e-08,2.5797e-06,0.0,2.5774e-06,0.0,7e-10,8.7402e-06,0.0,0.0,0.0,1.73e-08,0.0,0.0805104363,1.1801e-06,7.179e-06,0.0,0.0,0.0,1.73e-08,0.0,2e-10,0.0,6.76982e-05,0.0,1e-10,2.249e-07,3.54868e-05,6.28552e-05,1.66813e-05,0.0,6.73e-08,0.0,7e-10,8.8806e-06,0.0438010145,0.0,8.79e-08,0.0553978683,3.8514e-06,0.0,0.0,0.0,7.5977e-06,4e-10,1.905e-07,4e-10,0.000118658,8.2e-08,0.0796502974,2.38806e-05,0.0,5.7234e-06,1.319e-07,1e-10,0.000600018,1.3e-09,3e-10,0.0438012222,0.0001550589,0.0,0.0438093495,0.0,5.9e-09,3.3e-09,8.382e-07,8.3314e-06,3.59e-08,9e-10,0.0001234302,8e-10,0.0555247668,1.417e-07,0.0805494174,2.249e-07,0.0,5.4e-09,0.0783162701,1.417e-07,4.98793e-05,2.7191e-06,6.58812e-05,2.7093e-06,0.0,0.0001268985,0.0015721326,0.0,0.0,7.551e-06,0.0,0.0,0.0005999752,0.0,0.0438069284,0.0,1e-10,1.0631e-06,8e-10,0.0,0.0014979843,0.0,0.0001316876,0.0,1.03336e-05,0.0650787582,0.0096716339,8.7443e-06,0.0,0.0013338357,0.0,7.1e-08,0.0001228709,1.11216e-05,0.0,9.16e-08,2.5e-09,7.41252e-05,0.0,8.3294e-06,9.17e-08,0.0,0.0
Pawmot,0.0005551028,0.0002659426,3.384501799,3.7023765205,2.7e-08,0.1234207652,0.0701141931,0.0,1.589965071,0.0002827356,0.0011243651,8.6348e-06,0.4232934327,0.0006049502,0.0091287219,0.0823347211,3.5484115776,0.0050299865,0.0003343188,9.928e-07,0.0298644387,0.0002094948,0.0022992318,0.0038875918,0.001510755,0.0007903952,0.0435483127,4.3289e-06,3.54548e-05,0.0,0.0432327453,2.333e-06,1.13278e-05,0.0002336652,0.0,0.1349275104,0.0028125739,0.000704378,7.0524153143,6.0968e-06,0.2689181002,0.4934447168,0.0195069002,0.5088674673,0.0074188071,0.3785203245,0.0002287992,0.0001753944,7.91125e-05,0.0690337623,0.0042779478,9.01e-08,0.1446324655,0.2338741759,0.0205319927,8.25e-08,0.0001644297,0.0510304701,0.001325741,0.0001725963,6.95636e-05,0.0003881844,6.5914647654,0.0002643178,5.90096e-05,0.7082296675,0.3261913213,0.3996336698,0.0,0.0,0.0633627277,4.0411365002,2.7848130557,5.6657983159,0.0751150247,0.0035526278,0.0037825107,0.0005801351,5.2e-08,0.3565430564,0.0080163818,8.924e-07,0.0002839336,0.1500049578,0.0009950702,0.1254102603,0.1274255015,0.4745281226,1.1698649388,0.0028556536,4.2436e-06,0.3003976357,0.0695202173,0.0577222435,0.7362084797,0.000626018,0.0002474433,0.0,0.1202848105,0.1463836661,0.1894662328,2.91839e-05,0.0036108406,0.0513783124,0.004358007,0.2438113514,4.40964e-05,0.23885708,0.542240396,1.601e-07,0.0033209566,0.0213324179,0.3923697863,0.0020326271,0.206218137,0.2793704208,0.1984068748,0.0886232871,0.3293173191,4.7818887575,1.33924e-05,1.63223e-05,3.3221421712,0.499212235,0.8019042336,0.0034584753,0.0124814059,0.0483963745,1.12014e-05,0.0003087166,2.7357238406,4.3501e-06,2.67048e-05,9.468e-07,1.34438e-05,0.0043287526,0.244167479,0.1894981718,0.023182252,0.000569856,0.4750421061,0.0003907197,4.0444219732,1.4857e-06,0.0015295642,0.0588416422,4.3e-09,0.003909613,7.1e-08,0.0,0.0109169073,3.9209035464,0.0007128786,0.1168368425,0.0875710556,0.0489809993,0.0032172983,0.00161983,0.1879319817,0.3263150956,0.008012299
Dunsparce,0.0,3.3764e-06,0.0245634753,0.016633533,0.0,0.0,0.0,0.0,0.0108543824,0.0,1e-10,0.0,2.243e-07,0.0,0.0,4.7e-09,1.4108e-06,0.0,8.7426e-06,0.0,2.316e-07,0.0,5.785e-07,0.0,3.0798e-06,3.0798e-06,3.3716e-06,0.0,2.083e-07,0.0,0.0,0.0,0.0,0.0,4.23e-08,0.0007410796,0.0,5e-08,3.6551e-06,2.19e-07,0.0,0.0020444326,0.0007574141,1e-10,0.0,3e-10,0.0,5.6628e-06,0.0,1.03524e-05,0.0,0.0,1.78366e-05,0.010808611,0.0,0.0,0.0,0.0,5.6628e-06,0.0,5.785e-07,0.0,3.3716e-06,0.0,0.0,0.0,0.0,1.4531e-06,0.0,1e-10,0.0,0.0,0.0108076496,2.19e-07,0.0,0.0,0.0108076948,0.0,0.0,0.0,0.0104430188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104430188,0.0,0.0,0.0007574152,0.0,3.0798e-06,0.0104430314,3.3716e-06,0.0,0.0,3.6689e-06,5.785e-07,0.0,0.0,0.0,6.31155e-05,0.0166268353,1.5e-09,0.0,0.0,0.0,1.3921e-06,0.0,0.0,1.26e-08,1.03524e-05,0.0,0.0,0.0007574141,3.591e-07,5.6628e-06,0.0,1.1e-09,0.0,0.0166232248,0.0048493013,0.0166238048,4.7e-09,0.0,5.537e-07,0.0,0.0,0.0027223376,1.49e-06,0.0,0.0,0.0,0.0,9.614e-07,0.0,0.0,0.0,3.6045e-06,0.0,4.66828e-05,0.0,0.0,0.0,0.0,1.03524e-05,0.0,9.614e-07,0.0,2.3535e-06,5e-08,2e-10,4.66828e-05,0.0,0.0104430188,0.0,0.0019813135,5e-08,0.0
Azumarill,0.3257397549,0.0390110797,11.4675318262,6.6288240879,0.0002225175,0.2153948449,0.0699883015,0.0,24.2980183381,1.68861e-05,0.0030331157,8.6316e-06,4.2889596372,0.2428562115,0.0104257027,0.2263362676,7.3950830046,0.0861569212,0.0021173596,0.1623488091,1.8605613594,0.0003846058,0.0030699482,0.0988399897,5.8364e-06,0.5324660391,0.0117350692,0.0006208892,0.0,0.0,1.4702e-05,0.0823005446,3.092e-07,0.0035304072,3.2e-09,15.663021708,0.0019704411,2.5691e-06,24.301366131,0.0328818817,0.0052220343,2.749253596,0.0078330965,0.4728951989,0.003593318,4.229247717,0.0116655139,1.106e-07,0.1225470759,0.0841585314,0.0261363435,0.0083966002,0.8260501938,1.2285944203,0.0224769316,0.0057956095,0.0009839354,0.0028999445,0.0002924351,0.0152830105,1.56226e-05,0.0368335322,1.2553446659,0.0002716325,0.0017639852,0.3650300054,0.2600371959,4.0357299703,5.8757e-06,0.0,0.6019050984,11.0111662289,0.5656573901,14.9177909595,1.2975e-06,0.2066089307,0.0639657485,1.93905e-05,0.1392387915,0.1248706666,0.0001018873,0.001741079,0.1112235439,0.3992172748,0.0689073547,7.87453e-05,0.0187932006,1.1700084881,9.1693324399,0.0026344903,0.0133553885,2.1627592608,4.2532e-06,2.4692e-06,6.8362056677,7.54113e-05,3.02e-08,0.0,5.6920091957,0.0126133698,0.0248408963,1.769e-07,1.39338e-05,0.5621314968,0.0961950183,0.6837093395,0.0037112798,7e-10,3.9036347084,0.0001627911,0.013047398,0.1476481389,1.7009599084,0.0016474265,0.0,0.0002851029,0.1335675154,1.9172775325,0.3296328803,6.4899833878,7.2803830689,0.0003771427,2.8527841379,0.4972717382,0.6019109938,0.0760776312,0.6053380248,0.0027927165,0.0010278252,0.0018783864,1.7329846761,1.5141e-06,0.0006837956,2.22645e-05,8.87169e-05,0.1460886775,2.8840055556,0.0021147564,0.0,0.0019973848,1.1931566389,0.1976856532,18.8718116644,1.16238e-05,0.014930713,0.0309230925,2.99889e-05,0.0027291848,1.11216e-05,3.9209035464,1.5553372213,0.0,0.0277178325,0.4252082996,1.6875146115,0.5537403736,0.0891354666,0.2334413612,3.2824011399,0.3416817493,8.19977e-05
Shinx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
