,Gengar,Iron Valiant,Volcarona,Barraskewda,Mimikyu,Gholdengo,Cacturne,Noivern,Garchomp,Pincurchin,Scream Tail,Quaquaval,Toedscruel,Ditto,Grafaiai,Eelektross,Toxapex,Tauros-Paldea-Aqua,Toxtricity,Zangoose,Indeedee,Lucario,Bellibolt,Florges,Flittle,Altaria,Slowbro,Oricorio-Sensu,Glimmora,Arcanine,Revavroom,Kingambit,Magnezone,Staraptor,Meowscarada,Cloyster,Espathra,Klefki,Ting-Lu,Scovillain,Farigiraf,Salamence,Falinks,Wo-Chien,Haxorus,Dachsbun,Glaceon,Clodsire,Cinderace,Goodra,Coalossal,Chansey,Hippowdon,Blissey,Mismagius,Brambleghast,Primeape,Greninja,Sylveon,Klawf,Hariyama,Iron Jugulis,Kilowattrel,Amoonguss,Squawkabilly,Armarouge,Golduck,Rotom-Wash,Pelipper,Avalugg,Talonflame,Dudunsparce,Umbreon,Annihilape,Rabsca,Dragalge,Heracross,Ceruledge,Iron Thorns,Quagsire,Masquerain,Chien-Pao,Dragonite,Gyarados,Vaporeon,Orthworm,Ursaring,Dragapult,Gardevoir,Lycanroc,Breloom,Slowking,Alomomola,Rotom-Mow,Hawlucha,Torkoal,Polteageist,Grimmsnarl,Tauros-Paldea-Blaze,Iron Treads,Brute Bonnet,Arboliva,Corviknight,Cetitan,Sableye,Pyroar,Veluza,Iron Hands,Scizor,Bombirdier,Donphan,Floatzel,Tsareena,Cyclizar,Gastrodon,Weavile,Baxcalibur,Dondozo,Garganacl,Tyranitar,Sandy Shocks,Roaring Moon,Tinkaton,Indeedee-F,Charizard,Skeledirge,Zoroark,Salazzle,Abomasnow,Chi-Yu,Tatsugiri,Cryogonal,Beartic,Gogoat,Hatterene,Rotom-Heat,Tauros-Paldea-Combat,Great Tusk,Mabosstiff,Lycanroc-Dusk,Slither Wing,Crocalor,Espeon,Pawmot,Lokix,Azumarill,Murkrow,Spidops,Maushold,Hydreigon,Forretress,Gallade,Iron Moth,Flamigo,Drednaw,Krookodile
Dragapult,0.0286780485,5.6166666608,8.0091210906,0.1421594778,0.007555185,16.7852322155,0.0086586114,0.025011973,3.289214577,0.1335427267,0.1615308947,1.9078606431,0.0430909061,0.1155500659,0.0285866834,0.0881341452,10.705760997,0.944769747,0.0207192789,6.392e-07,0.0692584647,0.0001521585,0.0737627384,0.0041898488,0.0,0.0037329384,0.0215874739,0.0009180723,5.1705119083,0.1856536082,7.53181e-05,11.6662970773,0.84685022,0.0245478767,2.1638016861,0.0226196364,2.151302763,0.0075042041,8.4078561921,0.0021077563,7.4035e-05,0.023340918,0.075151782,0.1226926659,0.0063844815,0.0022540612,0.0357067518,7.0924177399,3.1156400034,2.89728e-05,0.0,0.0342727658,0.0202755911,0.0005957617,4.56e-08,0.0527137026,0.0613359363,1.0965915275,0.001692275,2.4e-09,0.000161382,0.0619647582,0.0146737387,2.0495291068,0.0,0.0619476041,2.63e-08,14.0454809325,0.9237582626,0.007928855,0.2118620298,0.0003399736,0.0240854742,0.2106649445,0.0011072206,0.0342234414,0.0018830322,0.150961394,0.0111736454,0.0711456222,0.0960219891,15.198413761,8.754495357,0.0022454046,0.0073743358,1.9666053483,5.7066e-05,0.0,0.0019273866,0.1768344883,0.5644952012,0.2792545221,0.0854325969,7.90887e-05,0.1264697341,0.3626476195,0.0089537452,0.2931095342,1.1348677967,4.3844858962,0.1426078679,0.0160215442,11.6624282421,0.0124050691,0.0009772889,3.3999e-06,2.6774e-06,1.9155081513,2.7144016463,1.17136e-05,0.008949905,0.4610887902,0.0016880304,0.5284157893,0.0410506848,1.38414e-05,1.1609707944,7.2560035591,13.5222514611,0.2504981707,0.1202821236,1.7713065081,1.8674350895,0.0019972144,0.0265297294,7.2522977025,0.0004581797,0.0081592424,0.0053869498,3.9033810462,5.67922e-05,0.0,2.1724e-05,0.0241216518,3.1508319068,0.0518976823,0.0,31.9064006221,0.0,0.0009898283,1.0628410231,0.0272172108,0.0911121034,0.5328931882,0.4364808629,2.2222145095,6.7053e-06,0.0057274932,0.1100327746,0.2777426978,0.0052301627,0.5281315408,4.2678951273,0.3289525275,0.1127205294,4.67499e-05
Haunter,1e-09,0.0,0.0,0.0,2.81e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6e-09,0.0,8.6e-09,0.0,0.0001442571,0.0,7.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,0.0,0.0,0.0,1.0682e-06,0.0001453252,0.0,0.0,0.0,0.0,0.0,1e-09,0.0,0.0,1.0682e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-09,0.0,0.0,0.0,0.0001442571,0.0,0.0,2.81e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81e-08,0.0,7.3e-09,0.0,0.0,1.0696e-06,0.0,1e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001442571,0.0,0.0,0.0001442571,0.0,0.0,1.0682e-06,0.0,0.0,0.0,0.0,0.0,7.3e-09,2.8e-08,1.3e-09,0.0,0.0,0.0,0.0
Banette,0.0004475938,3.8426e-06,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,3.8426e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3919e-06,7.624e-07,0.0,2.13566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004475937,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0803e-06,0.0,0.0,0.0,5.346e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3919e-06,0.0,0.0,7.3919e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3919e-06,0.0,0.0004475937,0.0,0.0,0.0,5.346e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31257e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13566e-05,0.0,0.0,5.346e-07,0.0,0.0,0.0,0.0,0.0,3.8426e-06,0.0,2.13566e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.346e-07,0.0,0.0,0.0
Noivern,2.59306e-05,0.0213199116,5.05e-08,0.0054524079,0.0,0.008539582,0.0,0.0,0.0001009855,4.264e-05,0.0062369567,0.056202296,4.188e-06,0.0001989289,0.000433106,6.6e-09,0.0157424829,0.0007090378,0.000619254,0.0,0.0003695014,0.0001854504,4.609e-07,0.0,0.0,5.4867e-06,0.0,0.0,0.016759669,8.384e-07,0.0,0.0797526266,6.35694e-05,0.0007589114,0.0544695205,5.67765e-05,0.0206691729,0.0,0.0101608035,0.0,2.641e-07,0.0,0.0,3.017e-07,0.000280575,0.0,0.0011597759,0.0094998809,0.2907641912,0.0012885994,0.0,0.0,9.332e-07,0.0,0.0,4.5e-09,5.5e-09,0.0012242902,0.0,0.0,0.0,5e-09,0.0001739118,0.0005433641,4.375e-07,0.0041487821,6.55e-08,0.2579919527,4.1932e-06,0.0,0.0012295562,0.0063155728,0.0,0.2385200572,0.0,0.0375438127,3.62e-08,0.0170838202,1.5692e-06,6.38e-08,2.26564e-05,0.0133409234,0.0085149208,0.0001971105,0.0,4.0972e-06,0.0,0.025011973,0.0474915527,0.0,0.0035211695,4.611e-07,0.0,0.0,0.0012235972,0.0004528741,0.000280575,0.0613375345,0.0076298826,0.0096461515,0.0001160619,0.0063155728,0.0049821385,7.474e-07,0.0,0.0035004861,0.0,0.0011912373,0.0116176874,0.0,2.62945e-05,4.1932e-06,0.0,0.0011334531,0.0001332556,3.7397e-05,0.007555664,0.0001220775,0.243812994,6.751e-07,0.000422162,0.0012768454,0.0001282951,0.0,4e-10,0.0631373265,0.0004025179,3.74037e-05,0.0,0.0020910055,0.0,0.0,0.0,0.0,0.0135501828,4.428e-06,0.0,0.2798198731,0.0011597759,4.375e-07,0.0014731994,0.0,0.0375726252,0.0198955501,0.0151072187,0.0001874934,0.0,7.132e-07,9.057e-07,4.011e-07,0.0114425864,0.0005536079,0.0084811462,0.0,0.0,0.0474910918
Tynamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breloom,0.1459422807,4.9115148471,1.4109184533,0.0305518003,0.0079206166,8.1036808511,0.0,0.0035211695,3.2971251627,0.0069730003,0.0304921116,0.2505265809,2.5520563128,0.0520191147,0.0005708058,0.0150235559,0.0646631027,0.0002594824,0.0005834891,0.0002422377,3.378e-07,0.0007252368,0.001209786,1.6901e-06,0.0,0.0138156547,0.000640303,1.3e-09,1.2323552899,1.81957e-05,1.19858e-05,8.1796646438,0.1828307232,1.1666932555,0.0302504675,0.3621661046,4.43450405,0.0474577644,1.1086208842,0.0003886623,0.0,0.011206519,0.0,6.17197e-05,0.0439430604,1.5694e-06,8.39e-08,1.9188242146,1.9748628024,3.40295e-05,0.0028232944,0.0016782548,0.0001437583,0.0183004116,0.0001720925,0.0014994305,1.4031e-05,0.2106742178,0.0003769597,0.0016230907,0.001583884,0.0009174502,0.0506298167,0.0069909864,7.82157e-05,2.997273494,0.0025324114,2.1360500297,0.0585603986,0.0089563849,0.0011433864,0.0025373044,0.0317876572,0.7816458074,0.0116338828,3.7129e-06,1.0455e-06,0.1473730906,0.1610490166,0.0029762611,0.9324918716,1.3100724782,10.6894509915,0.1052066366,0.0001298391,4.2193318089,3.1308e-06,0.5644952012,0.0023427911,0.0,0.0,0.0908820421,0.001223554,3.105e-07,0.0079275333,0.1083835582,0.0450003789,0.2860631076,0.0105939359,1.8113595383,1.507e-06,0.0041517276,0.3454193263,0.0216315306,0.0009762436,0.0034770417,4.759e-07,0.1541586564,1.6938542826,1.789e-07,2.0321e-06,0.0149322607,3.881e-07,0.4429439423,0.0016398001,3.0392e-06,1.0374993738,1.8730577183,3.3963896795,0.0078047703,0.0476156644,4.1061216754,0.0809257065,3.01095e-05,0.0410684114,0.3665778457,0.0139309121,0.0078022565,1.142e-07,2.628620072,9.161e-07,4.02436e-05,0.0001360078,0.0,0.4911975122,6.25014e-05,2e-10,8.0404001356,0.0,0.0260393584,0.0298345169,0.0262991385,0.0002514692,0.0725416244,0.0760732758,1.6376621456,0.0017661082,0.0061676047,0.0361400875,0.0508172698,0.0005675548,0.0285953052,0.6878526261,0.0618822055,6.16e-08,0.0020734517
Greedent,0.0,0.0001219274,0.0,0.0,0.0,2.1163e-06,0.0,0.0,0.0,0.0,4.2e-09,0.0,1.04e-08,0.0,0.0,0.0,0.0,4.2e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018213355,0.0,7.095e-06,1.04e-08,0.0,0.0,0.0,1.04e-08,8.30247e-05,0.0,0.0,4.2e-09,0.0,0.0,0.0,0.0018234517,0.0,0.0,0.0,0.0,0.0,8.30247e-05,0.0,7.095e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30247e-05,7.095e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001219274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30247e-05,0.0,0.0,7.095e-06,0.0,1.04e-08,0.0,0.0,2.1163e-06,0.0,0.0,0.0,0.0,0.0,2.1163e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0001219274,7.095e-06,0.0,0.0001219274,1.04e-08,0.0,0.0,0.0,0.0,2.1163e-06,0.0,0.0019432629,0.0,0.0,0.0,0.0,0.0018213355,0.0,0.0,0.0,0.0,0.0
Drifblim,0.0004957353,8.1358e-06,2.2131e-06,0.0,0.0,0.0133596042,0.0,0.0,0.0072261515,0.0,2.2122e-06,3.2494e-06,0.0,1.56112e-05,0.0,0.0,0.0001668603,0.0046249318,2.1845e-06,0.0,8.213e-07,0.0,0.0,0.0,0.0,0.0,0.0070559612,0.0,0.0018898664,0.002352759,2.40751e-05,0.0018437411,5.4e-09,0.0,1.39194e-05,1.405e-07,1.61008e-05,0.0,0.0048095446,0.0,7.39693e-05,0.0,0.0,0.0,3e-10,0.0,0.0,0.0130720916,0.0001792666,1.39208e-05,0.0,0.0,0.0,2.77e-08,0.0004476296,2.78e-08,0.0,3.41616e-05,0.0,0.0,0.0,0.0070559612,0.0,4.2152e-06,0.0,2.2e-09,0.0,5.8e-09,0.0,1.405e-07,2e-10,0.0,8.73848e-05,0.0,0.0,0.0,0.0023527845,4.34e-08,0.0,5.4e-09,0.0016776553,0.0046249329,0.0107721767,2.58e-08,3e-10,6.18657e-05,0.0,7.58367e-05,0.0,0.0,2.9821e-06,1.405e-07,0.0107145263,0.0,0.0,0.0,0.0,0.0001670541,0.0,8.1319e-06,0.0,8.1094e-06,0.0107103121,0.0,0.0004475926,0.0,1.34155e-05,6.4053e-05,0.0001680034,0.0,0.0,0.0,0.0,8.224e-07,0.0,0.0,5.7e-09,0.0177667776,0.0048014205,6.18657e-05,0.0,2.32e-08,5.397e-07,0.0,0.0,7.9689e-06,0.0,0.0,0.0,4.2163e-06,0.0,0.0,0.0,0.0,3.38e-08,2.4064e-05,0.0,0.0017038939,0.0,0.0,7.39693e-05,0.0,0.0,1.3496e-06,1.2311e-05,0.0,0.0,0.0,0.0001764796,0.0,1e-10,1.405e-07,1.8563e-06,0.0,0.0,2.58e-08
Krokorok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alomomola,0.0,0.0333106513,0.0220919268,0.0,0.0,1.1726583221,0.0,0.0,0.0225026563,0.0259371248,0.0018372469,4.2227e-06,0.0035497203,0.0611786739,0.0,1.2e-09,4.680321683,0.0,6e-10,0.0,0.0,0.0,0.0008819275,0.0,0.0,8.48143e-05,2.428e-07,0.0,0.0602459434,0.0,0.0001671315,0.0898181922,0.0003691686,0.0003414831,0.0003652855,6e-10,0.0002091253,2.923e-07,0.0549402274,0.0,0.0,0.0008819275,0.0,9.048e-07,1e-10,0.0035273264,0.0,6.0576823857,0.0035367316,3.1e-09,0.0,0.0,0.0,5.9519709834,4.7e-09,0.0001841074,0.0,2.3734e-06,8.48084e-05,4.0079e-06,1.3e-09,6.11e-08,0.0,0.1217775655,0.0,0.0001109091,0.0,0.0,0.0004306158,0.0,4.6478307182,1.2e-09,0.0,0.0611786739,1.2e-09,2.444e-07,6.9703e-06,0.0008819275,0.0,0.0676849192,0.059316731,0.0260712359,0.0143440444,4.885e-07,1.3e-09,0.000231428,0.0,0.0854325969,0.0,0.0,0.001223554,0.0002174545,0.0,0.0,0.0259272432,2.24439e-05,6.5e-09,0.0,0.6001529978,0.0615164264,0.0,9.01365e-05,1.1989533677,0.0,4.884e-07,0.0,1.6e-09,0.0001640415,4.8441e-06,0.0,0.0,0.0004306089,8.00224e-05,0.0037319339,4.3422e-06,0.0,1.7682e-06,4.7403935156,0.0587077724,0.0,3.71559e-05,1.1265e-06,0.0675123432,0.0,0.0,0.7007284434,0.0,0.0,0.0,0.0224351068,0.0,0.0,0.0,0.0,0.1594001111,0.0,0.0,0.225847734,0.0001109091,0.0,0.0,0.0,6.53e-08,0.0615302438,2.3e-09,0.0013610509,0.0,0.0,1.41e-08,2.57194e-05,0.0,0.0,7.81736e-05,0.0,0.0,0.0
Hypno,0.0,3.38773e-05,3.32e-07,0.0,0.0,0.0,0.0,0.0,2.58e-08,0.0,2.58e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58e-08,0.0,0.0,0.0,0.0,0.0,7.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.828e-07,0.0,0.0,0.0,0.0,7.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38773e-05,0.0,0.0,0.0,3.32e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.828e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5e-09,0.0,0.0,0.0,0.0,5.148e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.828e-07,0.0,0.0,1.828e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32e-07,0.0,0.0,0.0,3.38773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weavile,1e-10,0.0035679257,0.0007001873,0.0,0.0,1.005e-07,0.0,3.7397e-05,0.0007181765,0.0,0.0,2.48727e-05,0.0,2.37e-07,0.0,0.0,0.0292200023,3.7397e-05,0.0001265388,0.0,0.0,0.0,0.0,2.48125e-05,0.0,0.0,0.0,0.0,2.97e-08,0.0,0.0,2.9634e-06,0.0,3.7397e-05,0.0035638289,5.3397e-06,0.0,0.0,0.0035624876,0.0,2.4814e-05,0.0,0.0,0.0,3.51786e-05,0.0,7.693e-05,1.64e-08,1.94261e-05,0.0,0.0,1.93915e-05,2.546e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48125e-05,0.0037272771,0.0,1.34e-08,0.0,0.0,0.0,0.0009956124,0.0,0.0,1.149e-07,0.0006958497,5.473e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.32322e-05,0.0292287411,0.0,1.062e-06,0.0009956124,0.0,1.38414e-05,0.0001644788,0.0,3.0392e-06,0.0010723568,0.0,0.0,1.49e-08,0.0001644788,0.0,0.000128689,0.0,0.0,0.0,0.0,1.262e-07,0.0,0.0,0.0,0.0,0.029229398,1.3166e-06,0.0,1.89e-08,0.0,0.0,1e-09,2.546e-07,0.0,0.0292259618,0.0,2.9e-09,1.89e-08,3.73985e-05,2.20458e-05,0.0,1.34e-08,1.7671e-06,3.48e-08,2.125e-06,3.7397e-05,7.693e-05,0.0,0.0,0.0,0.0,0.0,4.6889e-06,0.0,0.0,0.0334726829,0.0,0.0006947327,0.0,0.0,1.149e-07,1e-09,0.0,1.34e-08,0.0,2.51e-08,0.0001514836,0.0,0.0,0.0001247702,0.0009956185,0.0,0.0,0.0
Rotom-Mow,1.2e-09,0.0189586548,0.000424911,1.9112e-06,1.44297e-05,0.0432309242,0.0,0.0,0.0049838994,0.0878979898,0.0390193292,0.0619304331,0.0,0.0,0.0,0.0,0.0007717541,6.92221e-05,0.0,0.0,7.912e-07,0.0,1.0414e-06,0.0,0.0,0.0,0.0,0.0,0.0576591371,0.0,7.912e-07,0.0004768226,0.0,0.0,9.0572e-06,2.1041e-06,0.0,0.0,2.084e-06,8.8919e-06,0.0,0.0004249186,0.0,0.0,0.0,0.0,7.6e-09,3.18622e-05,0.0003471053,0.0,0.0,1.9132e-06,0.0,3e-10,0.0,1.653e-07,0.0,8.371e-07,0.0,1.0414e-06,0.0,0.0,0.0878980078,1.09705e-05,0.0,0.0186412806,1.8e-08,0.0,0.004219212,1.61e-08,0.0,0.0,0.0,0.0,0.0,3.8184e-06,0.0,3.2072e-06,0.0878979898,9e-10,1.9132e-06,4.96816e-05,0.0186854353,0.0004247065,0.0,0.0,0.0,7.90887e-05,2.5e-09,0.0007715186,3.105e-07,4.6261e-06,0.0,0.0,0.0,0.0002959125,0.0,0.0002740774,0.0,0.000411713,0.0,1.415e-07,6.46214e-05,0.0,0.0,0.0,2.1041e-06,0.0879131601,3.08567e-05,0.0,0.0,1.8e-08,0.0,8.2575e-06,0.0,0.0,0.0,0.0003483954,0.0043048531,0.0007715652,0.0002740738,0.0393609983,0.0,0.0,0.0,0.000279087,0.0,0.0,0.0,3.8202e-06,0.0,0.0,0.0,0.0,1.52532e-05,0.0,0.0,0.0010534391,0.0,0.0,2.44825e-05,0.0,4.66e-08,0.0878979898,6.4e-08,0.0004251775,0.0,0.0,0.0,1e-10,0.0,0.0,6.92372e-05,0.0,0.0,0.0
Hawlucha,0.0009194904,0.7118498883,0.0001756939,2.94e-08,8.14613e-05,0.0400843689,0.0,0.0012235972,0.0160895809,0.8437595167,0.0023391035,0.005011515,0.0001239405,0.0014929215,1.79578e-05,0.0,0.6124554705,1.3e-09,1.021e-07,0.0,1.7310799038,0.0002588764,7e-10,6.3682e-06,0.0,0.0,0.0002288542,0.0,0.3050569695,1.51603e-05,0.0,0.0073758165,0.0040191049,0.000138957,0.004840803,1.180976602,0.0884215725,0.0,0.0173004188,0.0,0.0,5.68601e-05,3.32e-08,0.0,4.21105e-05,0.0,0.0,0.0295867748,0.004903533,0.0012256563,0.0,0.0,1.3e-09,0.0385036042,0.0,1.517e-07,0.0,0.0012235917,5.107e-07,0.0,0.0,0.0021867555,1.40321e-05,0.0803319814,3.1348e-05,1.7322581385,0.0,0.089663272,0.0073483904,8.1e-09,0.0012376719,0.0,0.0,0.0051478871,0.0,1.6e-09,5.308e-07,2.2743e-06,0.5588034779,0.0,9.754e-07,0.0283626912,0.0012282808,0.0001478803,1e-10,0.0657669427,0.0383938888,0.1264697341,0.0009193482,0.0,0.0079275333,0.0,0.0259272432,0.0,0.0,0.0046614741,1.732013032,0.0862110523,3.52e-08,0.7311977509,7.14e-08,0.0180807351,0.0611096002,2e-09,1.56034e-05,0.0,0.0018243004,0.1128158389,0.0048380433,5.6e-09,0.0,8.074e-07,0.0,8e-10,3.49705e-05,1.49e-08,4.64e-08,0.0826239062,0.0428705002,0.0002288543,1.86976e-05,0.0196551184,5.577e-06,0.0038644024,3.468e-06,0.0262898169,1.51659e-05,0.0073343691,1.5276e-06,0.0007661215,4.8191e-06,0.0,0.0,0.0,1.6928153275,7.74096e-05,0.0,0.0035852633,1.517e-07,7.589e-07,0.002191866,0.0,0.0762755323,0.0001753933,2.5018e-06,0.0014186389,8.37e-07,0.0,6.88556e-05,0.0135714134,0.0,0.5273203317,0.1139440029,0.126162487,7.0914e-06,3.30559e-05
Mudsdale,7.218e-07,0.0001169058,7.65712e-05,0.0,7.74096e-05,0.0050086692,0.0,0.0,8.04094e-05,0.0,0.0,7.16171e-05,1.54089e-05,0.0,1.54089e-05,0.0,0.0001539808,1.31833e-05,0.0,0.0,0.0,7.75135e-05,0.0,3.8e-09,0.0,0.0,0.0,0.0,2.44825e-05,4.6614e-06,0.0,0.0001029474,4.47e-07,0.0001175992,3.8e-09,3.96219e-05,0.000119012,0.0,0.0,0.0,0.0,1.3e-09,0.0,0.0,4.20598e-05,0.0,0.0,6.37e-08,6.5e-09,6.5e-09,1.31833e-05,0.0,0.0,8.13701e-05,3.9518e-05,0.0,0.0,0.0,1.4659e-05,0.0,0.0,0.0,0.0,1.39648e-05,0.0,0.0001222608,0.0,1.20368e-05,0.0,1.039e-07,0.0,3.9518e-05,0.0,0.0,0.0,0.0048205372,0.0,0.0001833542,0.0,1.54089e-05,0.0,0.0001198504,8.04096e-05,0.0,1e-10,6.67119e-05,0.0,4.535e-07,0.0,0.0,5.39919e-05,3.8e-09,0.0,2.44825e-05,0.0001193656,0.0,1e-10,5.23001e-05,0.0,0.0,0.0,5.27471e-05,1.39656e-05,0.0,0.0,0.0,0.0,0.0048205372,1.20362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2036e-05,0.0,0.0,0.0,0.0,1.40293e-05,0.0048205372,0.0,0.0,1.5106e-05,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74096e-05,0.0,7.65712e-05,0.0,1.039e-07,2.44825e-05,0.0,9.19801e-05,1e-10,8.04094e-05,0.0,0.0,3.9518e-05,0.0049395492,2.98807e-05,1.3e-09,4.19572e-05,5.23001e-05,0.0,0.0,0.0
